연도,시도,자치구,학교급,설립구분,학교,우편번호,주소,경도,위도
2014,서울특별시,종로구,유치원,공립,서울명신초등학교병설유치원,110861,서울특별시 종로구 낙산길 250,127.0138272,37.58103432
2014,서울특별시,종로구,유치원,공립,서울숭신초등학교병설유치원,110552,서울특별시 종로구 종로58길 30,127.0178861,37.57169165
2014,서울특별시,종로구,유치원,공립,서울재동초등학교병설유치원,110260,서울특별시 종로구 북촌로4길 7,126.9857474,37.57990699
2014,서울특별시,종로구,유치원,공립,서울창신초등학교병설유치원,110838,서울특별시 종로구 지봉로 73,127.0142939,37.57621187
2014,서울특별시,종로구,유치원,공립,서울혜화초등학교병설유치원,110530,서울특별시 종로구 혜화로 32,127.0002159,37.58918873
2014,서울특별시,종로구,유치원,사립,배화여자대학교 부속 배화유치원,110735,서울특별시 종로구 필운대로1길 34,126.9652634,37.57929545
2014,서울특별시,종로구,유치원,사립,봄샘유치원,110126,서울특별시 종로구 율곡로 264,127.006558,37.5734543
2014,서울특별시,종로구,유치원,사립,상명사대부속유치원,120841,서울특별시 종로구 홍지문2길 1,126.9566887,37.60071167
2014,서울특별시,종로구,유치원,사립,세검정유치원,110020,서울특별시 종로구 자하문로 310,126.9589539,37.60000768
2014,서울특별시,종로구,유치원,사립,세종유치원,110044,서울특별시 종로구 사직로8길 9,126.9699888,37.57560998
2014,서울특별시,종로구,유치원,사립,연동유치원,110835,서울특별시 종로구 대학로 3길 9,127.0012537,37.5740535
2014,서울특별시,종로구,유치원,사립,옥인유치원,110035,서울특별시 종로구 자하문로 69,126.9703426,37.58222068
2014,서울특별시,종로구,유치원,사립,운현유치원,110350,서울특별시 종로구 삼일대로 460,126.9882953,37.57613692
2014,서울특별시,종로구,유치원,사립,청룡유치원,110862,서울특별시 종로구 동망산길 62,127.0166535,37.57940998
2014,서울특별시,종로구,유치원,사립,하나유치원,110848,서울특별시 종로구 평창길 317,126.9775029,37.61437534
2014,서울특별시,종로구,유치원,사립,한아름유치원,110530,서울특별시 종로구 혜화로6길 80,127.001122,37.59025281
2014,서울특별시,종로구,유치원,사립,혜화유치원,110530,서울특별시 종로구 창경궁로 296,127.0031388,37.58686893
2014,서울특별시,종로구,초등학교,국립,서울대학교사범대학부설초등학교,110500,서울특별시 종로구 대학로 64,127.0029182,37.57778577
2014,서울특별시,종로구,초등학교,공립,서울교동초등학교,110310,서울특별시 종로구 삼일대로 446,126.9882035,37.57475747
2014,서울특별시,종로구,초등학교,공립,서울독립문초등학교,110813,서울특별시 종로구 통일로12길 23,126.960159,37.57412446
2014,서울특별시,종로구,초등학교,공립,서울매동초등학교,110044,서울특별시 종로구 사직로9길 19,126.9673426,37.57706501
2014,서울특별시,종로구,초등학교,공립,서울명신초등학교,110861,서울특별시 종로구 낙산길 250,127.0138272,37.58103432
2014,서울특별시,종로구,초등학교,공립,서울세검정초등학교,110831,서울특별시 종로구 세검정로9길 1,126.9607104,37.60355465
2014,서울특별시,종로구,초등학교,공립,서울숭신초등학교,110826,서울특별시 종로구 종로58길 30,127.0178861,37.57169165
2014,서울특별시,종로구,초등학교,공립,서울재동초등학교,110260,서울특별시 종로구 북촌로4길 7,126.9857474,37.57990699
2014,서울특별시,종로구,초등학교,공립,서울창신초등학교,110838,서울특별시 종로구 지봉로 73,127.0142939,37.57621187
2014,서울특별시,종로구,초등학교,공립,서울청운초등학교,110030,서울특별시 종로구 자하문로 105,126.9692368,37.58592132
2014,서울특별시,종로구,초등학교,공립,서울혜화초등학교,110530,서울특별시 종로구 혜화로 32,127.0002159,37.58918873
2014,서울특별시,종로구,초등학교,공립,서울효제초등학교,110851,서울특별시 종로구 대학로 12,127.0034914,37.5726899
2014,서울특별시,종로구,초등학교,사립,상명대학교사범대학부속초등학교,110743,서울특별시 종로구 홍지문2길 1,126.9566887,37.60071167
2014,서울특별시,종로구,초등학교,사립,운현초등학교,110350,서울특별시 종로구 삼일대로 460,126.9882953,37.57613692
2014,서울특별시,종로구,중학교,국립,서울대학교사범대학부설여자중학교,110810,서울특별시 종로구 대학로 64,127.0029182,37.57778577
2014,서울특별시,종로구,중학교,공립,청운중학교,110030,서울특별시 종로구 창의문로 51,126.9703656,37.58966029
2014,서울특별시,종로구,중학교,사립,경신중학교,110530,서울특별시 종로구 혜화로 74,126.9995553,37.59206239
2014,서울특별시,종로구,중학교,사립,대신중학교,110091,서울특별시 종로구 사직로 9,126.9615803,37.57371399
2014,서울특별시,종로구,중학교,사립,덕성여자중학교,110180,서울특별시 종로구 율곡로3길 49,126.9815731,37.57809389
2014,서울특별시,종로구,중학교,사립,동성중학교,110530,서울특별시 종로구 대학로 156,127.0034,37.58463685
2014,서울특별시,종로구,중학교,사립,배화여자중학교,110735,서울특별시 종로구 필운대로1길 34,126.9652634,37.57929545
2014,서울특별시,종로구,중학교,사립,상명대학교사범대학부속여자중학교,110020,서울특별시 종로구 홍지문2길 20,126.9546615,37.60333982
2014,서울특별시,종로구,중학교,사립,중앙중학교,110800,서울특별시 종로구 창덕궁길 164 중앙중학교,126.9867504,37.58609684
2014,서울특별시,종로구,고등학교,공립,경기상업고등학교,110030,서울특별시 종로구 자하문로 136,126.970055,37.58894116
2014,서울특별시,종로구,고등학교,공립,경복고등학교,110030,서울특별시 종로구 자하문로28가길 9,126.9725094,37.58692413
2014,서울특별시,종로구,고등학교,공립,서울과학고등학교,110521,서울특별시 종로구 혜화로 63,126.9973312,37.59190538
2014,서울특별시,종로구,고등학교,공립,서울국제고등학교,110521,서울특별시 종로구 성균관로13길 40,126.9958563,37.59162635
2014,서울특별시,종로구,고등학교,사립,경신고등학교,110530,서울특별시 종로구 혜화로 74,126.9995553,37.59206239
2014,서울특별시,종로구,고등학교,사립,대동세무고등학교,110800,서울특별시 종로구 계동길 84-10,126.9881946,37.58070856
2014,서울특별시,종로구,고등학교,사립,대신고등학교,110091,서울특별시 종로구 사직로 9,126.9615803,37.57371399
2014,서울특별시,종로구,고등학교,사립,덕성여자고등학교,110240,서울특별시 종로구 율곡로3길 50,126.9831496,37.57755783
2014,서울특별시,종로구,고등학교,사립,동성고등학교,110530,서울특별시 종로구 대학로 156,127.0034,37.58463685
2014,서울특별시,종로구,고등학교,사립,배화여자고등학교,110735,서울특별시 종로구 필운대로1길 34,126.9652634,37.57929545
2014,서울특별시,종로구,고등학교,사립,상명대학교사범대학부속여자고등학교,110743,서울특별시 종로구 홍지문2길 20,126.9546615,37.60333982
2014,서울특별시,종로구,고등학교,사립,서울예술고등학교,110847,서울특별시 종로구 평창문화로 70,126.9685012,37.6060484
2014,서울특별시,종로구,고등학교,사립,서일국제경영고등학교,110861,서울특별시 종로구 지봉로17길 49,127.0132979,37.57937033
2014,서울특별시,종로구,고등학교,사립,중앙고등학교,110800,서울특별시 종로구 창덕궁길 164,126.9867504,37.58609684
2014,서울특별시,종로구,고등학교,사립,풍문여자고등학교,110240,서울특별시 종로구 율곡로3길 4,126.9835802,37.5768583
2014,서울특별시,종로구,특수학교,국립,서울농학교,110032,서울특별시 종로구 필운대로 103,126.9682659,37.5849864
2014,서울특별시,종로구,특수학교,국립,서울맹학교,110032,서울특별시 종로구 필운대로 97,126.9676101,37.58471755
2014,서울특별시,종로구,특수학교,공립,서울경운학교,110310,서울특별시 종로구 삼일대로 454,126.9874207,37.5750617
2014,서울특별시,종로구,특수학교,사립,수도사랑의학교,110054,서울특별시 종로구 사직로7길 17,126.9652319,37.57477957
2016,서울특별시,강남구,각종학교,국립,국립국악중학교,6311,서울특별시 강남구 개포로22길 65,127.0512782,37.47560131
2014,서울특별시,종로구,방송통신고,공립,경복고등학교,3047,서울특별시 종로구 자하문로28가길 9,126.9725094,37.58692413
2014,서울특별시,중구,유치원,공립,서울덕수초등학교병설유치원,100120,서울특별시 중구 덕수궁길 140,126.974231,37.56820862
2014,서울특별시,중구,유치원,공립,서울장충유치원,100834,서울특별시 중구 청구로17길 40,127.0114283,37.55915106
2014,서울특별시,중구,유치원,공립,서울충무초등학교병설유치원,100855,서울특별시 중구 퇴계로 50길 13,127.0015532,37.56190053
2014,서울특별시,중구,유치원,사립,가명유치원,100858,서울특별시 중구 청파로 447-1,126.9674602,37.55915129
2014,서울특별시,중구,유치원,사립,근화유치원,133751,서울특별시 중구 동호로20길 24,127.0089627,37.55906872
2014,서울특별시,중구,유치원,사립,리라유치원,100250,서울특별시 중구 소파로2길 7,126.9879797,37.55781793
2014,서울특별시,중구,유치원,사립,수암유치원,100754,서울특별시 중구 다산로 32,127.0088734,37.54949484
2014,서울특별시,중구,유치원,사립,숭의여자대학교부설유치원,100250,서울특별시 중구 소파로2길 10,126.987229,37.55677019
2014,서울특별시,중구,유치원,사립,신일유치원,100826,서울특별시 중구 동호로10길 27,127.0118625,37.55538972
2014,서울특별시,중구,유치원,사립,약수유치원,100761,서울특별시 중구 동호로10길 30,127.0122846,37.55469057
2014,서울특별시,중구,유치원,사립,영락유치원,100031,서울특별시 중구 수표로 33,126.9889361,37.56428474
2014,서울특별시,중구,유치원,사립,일신유치원,100060,서울특별시 중구 퇴계로6길 36,126.9786713,37.55703583
2014,서울특별시,중구,유치원,사립,한일유치원,100818,서울특별시 중구 퇴계로88다길 5,127.0200796,37.56318285
2014,서울특별시,중구,초등학교,공립,서울광희초등학교,100450,서울특별시 중구 다산로 269,127.0155985,37.56766904
2014,서울특별시,중구,초등학교,공립,서울남산초등학교,100042,서울특별시 중구 퇴계로22길 17,126.9871616,37.56020187
2014,서울특별시,중구,초등학교,공립,서울덕수초등학교,100120,서울특별시 중구 덕수궁길 140,126.974231,37.56820862
2014,서울특별시,중구,초등학교,공립,서울봉래초등학교,100372,서울특별시 중구 손기정로 73,126.9652325,37.55638201
2014,서울특별시,중구,초등학교,공립,서울신당초등학교,100821,서울특별시 중구 난계로 141,127.0236007,37.56345517
2014,서울특별시,중구,초등학교,공립,서울장충초등학교,100834,서울특별시 중구 청구로17길 40,127.0114283,37.55915106
2014,서울특별시,중구,초등학교,공립,서울청구초등학교,100825,서울특별시 중구 다산로 170,127.0142563,37.55877623
2014,서울특별시,중구,초등학교,공립,서울충무초등학교,100855,서울특별시 중구 퇴계로50길 13,127.0015532,37.56190053
2014,서울특별시,중구,초등학교,공립,서울흥인초등학교,100824,서울특별시 중구 청구로6길 11,127.0145555,37.56086967
2014,서울특별시,중구,초등학교,사립,동산초등학교,100826,서울특별시 중구 매봉18길 109,127.017137,37.5557212
2014,서울특별시,중구,초등학교,사립,리라초등학교,100250,서울특별시 중구 소파로2길 7,126.9879797,37.55781793
2014,서울특별시,중구,초등학교,사립,숭의초등학교,100751,서울특별시 중구 소파로2길 10,126.987229,37.55677019
2014,서울특별시,중구,중학교,공립,금호여자중학교,100450,서울특별시 중구 청구로 6,127.0209834,37.55797447
2014,서울특별시,중구,중학교,공립,덕수중학교,100282,서울특별시 중구 마른내로9길 10,126.9972964,37.5653267
2014,서울특별시,중구,중학교,공립,장원중학교,100835,서울특별시 중구 동호로15길 93-34,127.0059749,37.5539456
2014,서울특별시,중구,중학교,공립,창덕여자중학교,100120,서울특별시 중구 정동길 22,126.9694919,37.5659318
2014,서울특별시,중구,중학교,사립,대경중학교,100826,서울특별시 중구 매봉18길 111,127.01698,37.55637521
2014,서울특별시,중구,중학교,사립,장충중학교,100835,서울특별시 중구 동호로15길 93,127.007327,37.55363344
2014,서울특별시,중구,중학교,사립,한양중학교,100450,서울특별시 중구 을지로 299,127.0121291,37.5654003
2014,서울특별시,중구,중학교,사립,환일중학교,100372,서울특별시 중구 환일길 47,126.9618192,37.55281627
2014,서울특별시,중구,고등학교,공립,성동고등학교,100821,서울특별시 중구 퇴계로90길 17,127.0223889,37.56416234
2014,서울특별시,중구,고등학교,공립,성동공업고등학교,100878,서울특별시 중구 다산로 290,127.0172586,37.56846001
2014,서울특별시,중구,고등학교,공립,성동글로벌경영고등학교,100889,서울특별시 중구 퇴계로 375,127.0135239,37.5658533
2014,서울특별시,중구,고등학교,사립,경기여자상업고등학교,100808,서울특별시 중구 만리재로37길 30,126.9667198,37.55729793
2014,서울특별시,중구,고등학교,사립,계성여자고등학교,100809,서울특별시 중구 명동길 74-1,126.982556,37.56371
2014,서울특별시,중구,고등학교,사립,대경정보산업고등학교,100826,서울특별시 중구 매봉18길 111,127.01698,37.55637521
2014,서울특별시,중구,고등학교,사립,리라아트고등학교,100250,서울특별시 중구 소파로2길 24,126.9882045,37.55712432
2014,서울특별시,중구,고등학교,사립,이화여자고등학교,100120,서울특별시 중구 정동길,126.9690315,37.5657056
2014,서울특별시,중구,고등학교,사립,이화여자외국어고등학교,100130,서울특별시 중구 통일로4길 30,126.9696121,37.56445531
2014,서울특별시,중구,고등학교,사립,장충고등학교,100835,서울특별시 중구 동호로15길 93,127.007327,37.55363344
2014,서울특별시,중구,고등학교,사립,한양공업고등학교,100450,서울특별시 중구 을지로 299,127.0121291,37.5654003
2014,서울특별시,중구,고등학교,사립,환일고등학교,100372,서울특별시 중구 환일길 47,126.9618192,37.55281627
2017,서울특별시,강남구,각종학교,국립,국립국악중학교,6311,서울특별시 강남구 개포로22길 65,127.0512782,37.47560131
2018,서울특별시,강남구,각종학교,국립,국립국악중학교,6311,서울특별시 강남구 개포로22길 65,127.0512782,37.47560131
2019,서울특별시,강남구,각종학교,국립,국립국악중학교,6311,서울특별시 강남구 개포로22길 65,127.0512782,37.47560131
2020,서울특별시,강남구,각종학교,국립,국립국악중학교,6311,서울특별시 강남구 개포로22길 65,127.0512782,37.47560131
2014,서울특별시,용산구,유치원,공립,서울남정초등학교병설유치원,140905,서울특별시 용산구 원효로64길 17-10,126.9649749,37.53530044
2014,서울특별시,용산구,유치원,공립,서울서빙고초등학교병설유치원,140240,서울특별시 용산구 서빙고로51길 14,126.9922883,37.52204946
2014,서울특별시,용산구,유치원,공립,서울청파초등학교병설유치원,140132,서울특별시 용산구 효창원로 228,126.9648704,37.54754824
2014,서울특별시,용산구,유치원,공립,서울한남초등학교병설유치원,140893,서울특별시 용산구 한남대로 112,127.0043572,37.53942708
2014,서울특별시,용산구,유치원,사립,강변유치원,140909,서울특별시 용산구 이촌로84길 9-7,126.9774158,37.51833528
2014,서울특별시,용산구,유치원,사립,계성유치원,140040,서울특별시 용산구 효창원로15길 15,126.9527834,37.53586318
2014,서울특별시,용산구,유치원,사립,대건유치원,140906,서울특별시 용산구 이촌로81길 38,126.9773565,37.52106386
2014,서울특별시,용산구,유치원,사립,도원유치원,140070,서울특별시 용산구 새창로12길 11-8,126.9576929,37.538893
2014,서울특별시,용산구,유치원,사립,복자유치원,140899,서울특별시 용산구 후암로34길 21-8,126.9784957,37.55196948
2014,서울특별시,용산구,유치원,사립,성심유치원,140220,서울특별시 용산구 보광로24길 9-4,126.9996226,37.52867867
2014,서울특별시,용산구,유치원,사립,신동아큰나무유치원,140751,서울특별시 용산구 이촌로 347,126.9894771,37.51900095
2014,서울특별시,용산구,유치원,사립,원유치원,140727,서울특별시 용산구 이촌로81길 14,126.9768175,37.51964978
2014,서울특별시,용산구,유치원,사립,유성유치원,140856,서울특별시 용산구 회나무로13가길 16,126.9904713,37.54066142
2014,서울특별시,용산구,유치원,사립,일민유치원,140764,서울특별시 용산구 효창원로 17,126.9490914,37.53499649
2014,서울특별시,용산구,유치원,사립,정우유치원,140847,서울특별시 용산구 원효로 179,126.9625075,37.53618608
2014,서울특별시,용산구,유치원,사립,충신유치원,140030,서울특별시 용산구 이촌로71길 14,126.9731414,37.52102035
2014,서울특별시,용산구,유치원,사립,한가람유치원,140906,서울특별시 용산구 이촌로89길 50,126.9812636,37.51952283
2014,서울특별시,용산구,초등학교,공립,서울금양초등학교,140897,서울특별시 용산구 효창원로 137,126.9618219,37.54092641
2014,서울특별시,용산구,초등학교,공립,서울남정초등학교,140905,서울특별시 용산구 원효로64길 17-10,126.9649749,37.53530044
2014,서울특별시,용산구,초등학교,공립,서울보광초등학교,140858,서울특별시 용산구 우사단로 20,126.996395,37.53254762
2014,서울특별시,용산구,초등학교,공립,서울삼광초등학교,140901,서울특별시 용산구 두텁바위로1나길 19,126.9761969,37.54740524
2014,서울특별시,용산구,초등학교,공립,서울서빙고초등학교,140240,서울특별시 용산구 서빙고로51길 14,126.9922883,37.52204946
2014,서울특별시,용산구,초등학교,공립,서울신용산초등학교,140855,서울특별시 용산구 이촌로 255,126.9751863,37.52029034
2014,서울특별시,용산구,초등학교,공립,서울용산초등학교,140012,서울특별시 용산구 한강대로57길 33,126.9719755,37.53570268
2014,서울특별시,용산구,초등학교,공립,서울용암초등학교,140834,서울특별시 용산구 녹사평대로60길 39,126.9894344,37.54530223
2014,서울특별시,용산구,초등학교,공립,서울원효초등학교,140040,서울특별시 용산구 효창원로13길 38,126.9518763,37.53637049
2014,서울특별시,용산구,초등학교,공립,서울이태원초등학교,140861,서울특별시 용산구 녹사평대로40길 19,126.9874266,37.53545411
2014,서울특별시,용산구,초등학교,공립,서울청파초등학교,140132,서울특별시 용산구 효창원로 228,126.9648704,37.54754824
2014,서울특별시,용산구,초등학교,공립,서울한강초등학교,140883,서울특별시 용산구 한강대로14길 9,126.9650999,37.52522732
2014,서울특별시,용산구,초등학교,공립,서울한남초등학교,140893,서울특별시 용산구 한남대로 112,127.0043572,37.53942708
2014,서울특별시,용산구,초등학교,공립,서울후암초등학교,140899,서울특별시 용산구 두텁바위로 140,126.9823119,37.55122689
2014,서울특별시,용산구,초등학교,사립,신광초등학교,140133,서울특별시 용산구 청파로 263,126.9701928,37.54330994
2014,서울특별시,용산구,중학교,공립,선린중학교,140133,서울특별시 용산구 원효로97길 33-4,126.9658828,37.54300326
2014,서울특별시,용산구,중학교,공립,용강중학교,140906,서울특별시 용산구 이촌로65가길 91,126.9758695,37.5214088
2014,서울특별시,용산구,중학교,공립,용산중학교,140833,서울특별시 용산구 두텁바위로 74,126.980924,37.54606507
2014,서울특별시,용산구,중학교,공립,한강중학교,140240,서울특별시 용산구 녹사평대로 73,126.992466,37.52370421
2014,서울특별시,용산구,중학교,사립,배문중학교,140830,서울특별시 용산구 효창원로 258,126.9642222,37.54964319
2014,서울특별시,용산구,중학교,사립,보성여자중학교,140833,서울특별시 용산구 신흥로3가길 66,126.9842841,37.54308172
2014,서울특별시,용산구,중학교,사립,성심여자중학교,140850,서울특별시 용산구 원효로19길 49,126.954586,37.5335235
2014,서울특별시,용산구,중학교,사립,신광여자중학교,140133,서울특별시 용산구 청파로 263,126.9701928,37.54330994
2014,서울특별시,용산구,중학교,사립,오산중학교,140823,서울특별시 용산구 보광로7길 17,127.0003026,37.52567337
2014,서울특별시,용산구,고등학교,공립,선린인터넷고등학교,140133,서울특별시 용산구 원효로97길 33-4,126.9658828,37.54300326
2014,서울특별시,용산구,고등학교,공립,용산고등학교,140833,서울특별시 용산구 두텁바위로 60,126.9789923,37.54497945
2014,서울특별시,용산구,고등학교,공립,용산공업고등학교,140883,서울특별시 용산구 서빙고로 24,126.9673562,37.52433842
2014,서울특별시,용산구,고등학교,공립,중경고등학교,140853,서울특별시 용산구 이촌로84길 34,126.9762907,37.51770611
2014,서울특별시,용산구,고등학교,사립,배문고등학교,140830,서울특별시 용산구 효창원로 258,126.9642222,37.54964319
2014,서울특별시,용산구,고등학교,사립,보성여자고등학교,140833,서울특별시 용산구 신흥로3가길 66,126.9842841,37.54308172
2014,서울특별시,용산구,고등학교,사립,서울디지텍고등학교,140857,서울특별시 용산구 회나무로12길 27,126.9906186,37.53897202
2014,서울특별시,용산구,고등학교,사립,성심여자고등학교,140850,서울특별시 용산구 원효로19길 49,126.954586,37.5335235
2014,서울특별시,용산구,고등학교,사립,신광여자고등학교,140133,서울특별시 용산구 청파로 263,126.9701928,37.54330994
2014,서울특별시,용산구,고등학교,사립,오산고등학교,140823,서울특별시 용산구 보광로7길 17,127.0003026,37.52567337
2014,서울특별시,성동구,유치원,공립,서울경동유치원,133819,서울특별시 성동구 성수일로 34,127.0505122,37.54360478
2014,서울특별시,성동구,유치원,공립,서울경수초등학교병설유치원,133826,서울특별시 성동구 뚝섬로13길 22,127.05807,37.54044251
2014,서울특별시,성동구,유치원,공립,서울마장초등학교병설유치원,133815,서울특별시 성동구 마장로35나길 31,127.0421279,37.56831013
2014,서울특별시,성동구,유치원,공립,서울사근초등학교병설유치원,133817,서울특별시 성동구 사근동11길 16,127.0475544,37.56267289
2014,서울특별시,성동구,유치원,공립,서울성수초등학교병설유치원,133832,서울특별시 성동구 아차산로17길 21,127.0631681,37.5443136
2014,서울특별시,성동구,유치원,공립,서울송원초등학교병설유치원,133836,서울특별시 성동구 동일로43길 9,127.0695264,37.55415944
2014,서울특별시,성동구,유치원,공립,서울옥수초등학교병설유치원,133808,서울특별시 성동구 금호로1길 25,127.0226026,37.54618794
2014,서울특별시,성동구,유치원,공립,서울옥정초등학교병설유치원,133839,서울특별시 성동구 한림말길 43,127.0156315,37.54222632
2014,서울특별시,성동구,유치원,공립,서울용답초등학교병설유치원,133847,서울특별시 성동구 용답25길 1,127.0537608,37.56072691
2014,서울특별시,성동구,유치원,사립,경동유치원,133778,서울특별시 성동구 금호로 100,127.0256097,37.55343232
2014,서울특별시,성동구,유치원,사립,금호유치원,133805,서울특별시 성동구 금호산2길 35,127.0235921,37.54867966
2014,서울특별시,성동구,유치원,사립,대일유치원,133827,서울특별시 성동구 뚝섬로 404,127.0553659,37.5385565
2014,서울특별시,성동구,유치원,사립,로사유치원,133820,서울특별시 성동구 성덕정길 23,127.0462979,37.53948182
2014,서울특별시,성동구,유치원,사립,무학유치원,133020,서울특별시 성동구 무학봉15가길 4,127.0307109,37.56152988
2014,서울특별시,성동구,유치원,사립,미타유치원,133840,서울특별시 성동구 독서당로40길 21,127.0174181,37.5431924
2014,서울특별시,성동구,유치원,사립,벧엘유치원,133777,서울특별시 성동구 행당로 82,127.0301759,37.55566564
2014,서울특별시,성동구,유치원,사립,새길유치원,133819,서울특별시 성동구 뚝섬로4길 16-9,127.0499414,37.5389944
2014,서울특별시,성동구,유치원,사립,성심유치원,133880,서울특별시 성동구 무학로10길 21,127.033721,37.56599898
2014,서울특별시,성동구,유치원,사립,세성유치원,133771,서울특별시 성동구 독서당로 434,127.0340549,37.55386029
2014,서울특별시,성동구,유치원,사립,세인유치원,133816,서울특별시 성동구 마장로42길 26,127.0465252,37.56525008
2014,서울특별시,성동구,유치원,사립,솔유치원,133773,서울특별시 성동구 무학로 50,127.0318716,37.56930529
2014,서울특별시,성동구,유치원,사립,송곡유치원,133880,서울특별시 성동구 무학로6길 41,127.0346373,37.56512612
2014,서울특별시,성동구,유치원,사립,아이들세상유치원,133781,서울특별시 성동구 독서당로 272,127.0195981,37.54535444
2014,서울특별시,성동구,유치원,사립,에덴유치원,133775,서울특별시 성동구 행당로 79,127.0275063,37.55820464
2014,서울특별시,성동구,유치원,사립,옥수삼성유치원,133758,서울특별시 성동구 독서당로 218,127.0138873,37.54260223
2014,서울특별시,성동구,유치원,사립,옥수예일유치원,133844,서울특별시 성동구 독서당로 191,127.0120634,37.54454613
2014,서울특별시,성동구,유치원,사립,율화유치원,133070,서울특별시 성동구 고산자로2길 35,127.0384228,37.55365328
2014,서울특별시,성동구,유치원,사립,응봉이화유치원,133852,서울특별시 성동구 독서당로62길 4,127.0311136,37.5496394
2014,서울특별시,성동구,유치원,사립,조은유치원,133753,서울특별시 성동구 살곶이길 50,127.0419867,37.56975958
2014,서울특별시,성동구,유치원,사립,한양여자대학교부속유치원,133793,서울특별시 성동구 살곶이길 200,127.048996,37.55841379
2014,서울특별시,성동구,초등학교,공립,서울경동초등학교,133819,서울특별시 성동구 성수일로 34,127.0505122,37.54360478
2014,서울특별시,성동구,초등학교,공립,서울경수초등학교,133826,서울특별시 성동구 뚝섬로13길 22,127.05807,37.54044251
2014,서울특별시,성동구,초등학교,공립,서울경일초등학교,133821,서울특별시 성동구 뚝섬로 332,127.0466116,37.54060071
2014,서울특별시,성동구,초등학교,공립,서울금북초등학교,133800,서울특별시 성동구 행당로1길 13,127.023427,37.55728356
2014,서울특별시,성동구,초등학교,공립,서울금옥초등학교,133809,서울특별시 성동구 독서당로 251,127.0176506,37.54630193
2014,서울특별시,성동구,초등학교,공립,서울금호초등학교,133803,서울특별시 성동구 무수막길 69,127.0199438,37.5527965
2014,서울특별시,성동구,초등학교,공립,서울동명초등학교,133814,서울특별시 성동구 마장로29길 29,127.0354083,37.56815426
2014,서울특별시,성동구,초등학교,공립,서울동호초등학교,133846,서울특별시 성동구 동호로5길 133,127.0099389,37.54659514
2014,서울특별시,성동구,초등학교,공립,서울마장초등학교,133815,서울특별시 성동구 마장로35나길 31,127.0421279,37.56831013
2014,서울특별시,성동구,초등학교,공립,서울무학초등학교,133020,서울특별시 성동구 무학봉15길 21,127.0291639,37.56309775
2014,서울특별시,성동구,초등학교,공립,서울사근초등학교,133817,서울특별시 성동구 사근동11길 16,127.0475544,37.56267289
2014,서울특별시,성동구,초등학교,공립,서울성수초등학교,133832,서울특별시 성동구 아차산로17길 21,127.0631681,37.5443136
2014,서울특별시,성동구,초등학교,공립,서울송원초등학교,133836,서울특별시 성동구 동일로43길 9,127.0695264,37.55415944
2014,서울특별시,성동구,초등학교,공립,서울옥수초등학교,133808,서울특별시 성동구 금호로1길 25,127.0226026,37.54618794
2014,서울특별시,성동구,초등학교,공립,서울옥정초등학교,133839,서울특별시 성동구 한림말길 43,127.0156315,37.54222632
2014,서울특별시,성동구,초등학교,공립,서울용답초등학교,133847,서울특별시 성동구 용답25길 1,127.0537608,37.56072691
2014,서울특별시,성동구,초등학교,공립,서울응봉초등학교,133852,서울특별시 성동구 독서당로62길 28,127.0338304,37.550254
2014,서울특별시,성동구,초등학교,공립,서울행당초등학교,133869,서울특별시 성동구 고산자로8길 6,127.0345787,37.55611005
2014,서울특별시,성동구,초등학교,공립,서울행현초등학교,133868,서울특별시 성동구 행당로 95,127.0293677,37.55770849
2014,서울특별시,성동구,초등학교,사립,한양초등학교,133817,서울특별시 성동구 살곶이길 208,127.0507623,37.55781103
2014,서울특별시,성동구,중학교,공립,경수중학교,133826,서울특별시 성동구 뚝섬로13길 14,127.0588239,37.53953046
2014,서울특별시,성동구,중학교,공립,경일중학교,133110,서울특별시 성동구 성수일로 27,127.0482549,37.5437831
2014,서울특별시,성동구,중학교,공립,광희중학교,133852,서울특별시 성동구 독서당로62길 46,127.0339798,37.55115477
2014,서울특별시,성동구,중학교,공립,동마중학교,133811,서울특별시 성동구 마조로11길 18,127.0395828,37.56200431
2014,서울특별시,성동구,중학교,공립,마장중학교,133815,서울특별시 성동구 마장로35나길 31,127.0421279,37.56831013
2014,서울특별시,성동구,중학교,공립,무학중학교,133870,서울특별시 성동구 행당로 120,127.0319923,37.55770089
2014,서울특별시,성동구,중학교,공립,성수중학교,133923,서울특별시 성동구 서울숲길 18,127.0388978,37.54717658
2014,서울특별시,성동구,중학교,공립,성원중학교,133827,서울특별시 성동구 성덕정9가길 13,127.0521897,37.53934541
2014,서울특별시,성동구,중학교,공립,옥정중학교,133839,서울특별시 성동구 한림말길 11,127.0114956,37.54135868
2014,서울특별시,성동구,중학교,공립,행당중학교,133862,서울특별시 성동구 왕십리로 189,127.0418667,37.55421309
2014,서울특별시,성동구,중학교,사립,한양대학교사범대학부속중학교,133817,서울특별시 성동구 마조로 42,127.0423241,37.56191915
2014,서울특별시,성동구,고등학교,공립,경일고등학교,133819,서울특별시 성동구 성수일로 27,127.0482549,37.5437831
2014,서울특별시,성동구,고등학교,공립,덕수고등학교,133862,서울특별시 성동구 왕십리로 199,127.0431958,37.55557477
2014,서울특별시,성동구,고등학교,공립,무학여자고등학교,133870,서울특별시 성동구 고산자로 197,127.0332859,37.55701198
2014,서울특별시,성동구,고등학교,공립,서울방송고등학교,133846,서울특별시 성동구 동호로5길 131,127.0110211,37.54776656
