,name,latitude,longitude,tag,score
0,혈액관리본부,37.560131,126.988065,혈액원,1
1,서울중앙혈액원,37.548035,126.870758,혈액원,1
2,서울남부혈액원,37.4821572,127.0488018,혈액원,1
3,서울동부혈액원,37.6470903,127.0619121,혈액원,1
4,중앙혈액검사센터,37.5484544,126.8712658,혈액검사센터,1
5,365엠씨(mc)병원,37.4929905549467,127.014115205707,병원,1
6,9988병원,37.5586057086894,127.037479052118,병원,1
7,가자연세병원,37.5689948368822,126.916604435974,병원,1
8,가톨릭대학교여의도성모병원,37.51827233800711,126.93673129599132,병원,1
9,가톨릭대학교은평성모병원,37.63360840972685,126.91615048739686,병원,1
10,강남초이스병원,37.4813226832698,126.949595277943,병원,1
11,강남고려병원,37.4856188363947,126.956781703053,병원,1
12,강남구보건소,37.51630311339761,127.04227756939837,병원,1
13,강남베드로병원,37.48561217992573,127.0395873429168,병원,1
14,리워크병원,37.4987777513439,127.120406004335,병원,1
15,마디세상병원,37.6099151597192,127.078189221962,병원,1
16,리워크병원,37.4987750506364,127.120403738244,병원,1
17,맑은수병원,37.5638839349002,127.065546531255,병원,1
18,마디병원,37.51768714133574,127.05116929123048,병원,1
19,강남수병원,37.5013402409902,127.086157841705,병원,1
20,강남유나이티드병원,37.4849629812617,127.035096207425,병원,1
21,강남을지대학교병원,37.5194081037449,127.028627227383,병원,1
22,강남정신보건센터,37.49011152191763,127.08468390510512,병원,1
23,강남제이에스병원,37.4899230700564,127.033722299153,병원,1
24,강남지인병원,37.5128025510754,127.03506818071,병원,1
25,강남초이스병원,37.5047949131565,127.048457476412,병원,1
26,바른걸음병원,37.5023455834177,127.094296838722,병원,1
27,강남힐병원,37.4816513439454,126.911648078471,병원,1
28,강남힘찬병원,37.5075933501505,127.109884689423,병원,1
29,강동경희대학교의대병원,37.5520459324005,127.157084787845,병원,1
30,강동구보건소,37.529263209330765,127.12554877923408,병원,1
31,방위사업청,37.54334256470464,126.97957777516554,병원,1
32,강동아너스힐병원,37.5365804216026,127.139245055939,병원,1
33,강동연세병원,37.5467610506714,127.126626265578,병원,1
34,강북21세기병원,37.5940484210525,127.085631420521,병원,1
35,강북구보건소,37.63214337997896,127.03884474673563,병원,1
36,강북삼성병원,37.56849763123383,126.96793805451702,병원,1
37,강북연세병원,37.6191955674915,127.075487711537,병원,1
38,강북우리병원,37.6425448823211,127.022634105373,병원,1
39,강북으뜸병원,37.6254205559935,127.026184524499,병원,1
40,강북정신보건센터,37.61997268085828,127.01652174288252,병원,1
41,강서바른세상병원,37.5661373795288,126.811603359943,병원,1
42,강서송도병원,37.5584986162827,126.842791205411,병원,1
43,강서정신보건센터,37.54966701840629,126.8682526701215,병원,1
44,강서케이병원,37.5373576230977,126.836699017573,병원,1
45,강서푸른꿈성모어린이병원,37.5592796685251,126.84571196058,병원,1
46,강철병원,37.50234558341771,127.09429683872202,병원,1
47,서울선병원,37.59862470094662,127.09362576772811,병원,1
48,서울안강병원,37.4970871925109,127.044978178433,병원,1
49,건양의료재단김안과병원,37.519736114287,126.90148410024,병원,1
50,건국대학교병원,37.54084479467721,127.0721229093036,병원,1
51,서울특별시서울의료원강남분원,37.5130302373,127.0666575565,병원,1
52,경찰병원,37.49641321356079,127.123487935032,병원,1
53,서울퍼스트병원,37.4862851623719,126.941200194149,병원,1
54,경희대학교병원,37.5938765502235,127.05183223390304,병원,1
55,송파한성병원,37.5097173440263,127.113821567855,병원,1
56,예작병원,37.49237962613535,127.04225503497489,병원,1
57,의료법인제일의료재단제일병원,37.56136522685123,126.99928514459435,병원,1
58,123스텝업병원,37.5373919942118,127.123494493623,병원,1
59,고도일병원,37.50701445806,127.0227028296,병원,1
60,고려대학교의과대학부속구로병원,37.49211114525054,126.8847449363546,병원,1
61,재단법인베스티안재단베스티안서울병원,37.49807126965969,127.05726710883552,병원,1
62,의료법인 원중의료재단 우리내일병원,37.55770922768198,126.9570018788794,병원,1
63,고은빛여성병원,37.5341560838916,127.139335813162,병원,1
64,의료법인성석의료재단동작경희병원,37.50248267092447,126.93586701759624,병원,1
65,인제대학교서울백병원,37.5650731684839,126.98884533055192,병원,1
66,공안과병원,37.5339148820044,127.126027072458,병원,1
67,강남와이케이병원,37.5154979232616,127.034698883723,병원,1
68,관악구보건분소,37.4694927137,126.9203268444,병원,1
69,관악구보건소,37.47853037138971,126.95112762992991,병원,1
70,정병원,37.66153965517613,127.04182486131818,병원,1
71,광진구보건소,37.53811493772281,127.08249786939318,병원,1
72,광진구자양보건지소,37.5402634327717,127.06510934187,병원,1
73,광진구중곡보건지소,37.5593377255761,127.087091192357,병원,1
74,광혜병원,37.508136490079,127.064771981255,병원,1
75,구로구G밸리보건지소,37.48198735808788,126.89234645716472,병원,1
76,구로구보건소,37.5001092837881,126.88936460104895,병원,1
77,구로구오류보건지소,37.4887928445,126.8393372829,병원,1
78,구로성심병원,37.49964578669388,126.86636039556484,병원,1
79,제이여성병원,37.58851463067776,126.94492360787297,병원,1
80,구산보건지소,37.60973701537102,126.91278415813916,병원,1
81,국립재활원,37.638655704921,127.010264590667,병원,1
82,국립중앙의료원,37.56733955813183,127.00579539705473,병원,1
83,그레이스셀강남병원,37.4730073326,127.0527305456,병원,1
84,금강아산병원(재단법인 아산사회복지재단),37.5176798435221,126.98273008257,병원,1
85,금천구보건소,37.45664253298437,126.89502306376149,병원,1
86,기쁨병원,37.482713030212,127.018063486739,병원,1
87,김정수여러분병원,37.5072207305514,127.032576001066,병원,1
88,나누리병원,37.5203066071262,127.033979290041,병원,1
89,날개병원,37.5816271425374,127.029498659534,병원,1
90,남기세병원,37.5346886394768,127.137512843471,병원,1
91,낭만병원,37.4825469938281,126.981480681968,병원,1
92,노원구보건소,37.65457770735563,127.05702334209292,병원,1
93,노원구보건지소,37.63144894998185,127.06159269551834,병원,1
94,노원을지대학교병원,37.636442927386746,127.07000281991384,병원,1
95,노원정신보건센터,37.65460775795329,127.0563612715088,병원,1
96,녹색병원,37.58362083896108,127.08605546969356,병원,1
97,누네안과병원,37.5044682122431,127.050387028274,병원,1
98,뉴민병원,37.4930421480977,126.989952127779,병원,1
99,뉴스타트병원,37.4990977042848,127.119513008234,병원,1
100,늘찬병원,37.5879908042663,127.079680860838,병원,1
101,다나병원,37.6550518985483,127.040436964996,병원,1
102,달려라병원,37.53408148332311,127.14092847303698,병원,1
103,담소유병원,37.5148604879121,127.03461432013,병원,1
104,대림성모병원,37.49068925436284,126.90716948025135,병원,1
105,대항병원,37.4756666208059,126.987740199474,병원,1
106,더드림병원,37.5009902618151,127.050967336445,병원,1
107,더본병원,37.4825469938281,126.981480681968,병원,1
108,더서울병원,37.5942338410861,127.016504706757,병원,1
109,더셀채원병원,37.5276730709425,127.127071180817,병원,1
110,더힐병원,37.4987777513439,127.120406004335,병원,1
111,덕수의료재단 서울브레인병원,37.5200612927296,126.901816584428,병원,1
112,도봉구보건소,37.65802325255334,127.0388128946827,병원,1
